,Unnamed: 0,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
27,28,Reiss Nelson,"£ 15,000","£ 780,000","£ 807,556",F,18,England,Arsenal,Premier League,2018-2019
28,29,Bukayo Saka,"£ 10,000","£ 520,000","£ 538,370",F,16,England,Arsenal,Premier League,2018-2019
29,30,Konstantinos Mavropanos,"£ 7,000","£ 364,000","£ 376,859",D,20,Greece,Arsenal,Premier League,2018-2019
30,31,Joe Willock,"£ 5,000","£ 260,000","£ 269,185",M,18,England,Arsenal,Premier League,2018-2019
31,32,Eddie Nketiah,"£ 4,000","£ 208,000","£ 215,348",F,19,England,Arsenal,Premier League,2018-2019
32,33,Julio Pleguezuelo,"£ 2,500","£ 130,000","£ 134,593",D,21,Spain,Arsenal,Premier League,2018-2019
33,34,Dejan Iliev,"£ 2,000","£ 104,000","£ 107,674",K,23,North Macedonia,Arsenal,Premier League,2018-2019
34,35,Jordi Osei-Tutu,"£ 2,000","£ 104,000","£ 107,674",D,19,England,Arsenal,Premier League,2018-2019
35,36,Charlie Gilmour,"£ 1,000","£ 52,000","£ 53,837",M,19,Scotland,Arsenal,Premier League,2018-2019
36,37,Zech Medley,"£ 1,000","£ 52,000","£ 53,837",D,17,England,Arsenal,Premier League,2018-2019
37,38,Tyreece John-Jules,£ 96,"£ 5,000","£ 5,177",F,17,England,Arsenal,Premier League,2018-2019
38,39,Takuma Asano,£ 0,£ 0,£ 0,F,23,Japan,Arsenal,Premier League,2018-2019
39,40,Krystian Bielik,£ 0,£ 0,£ 0,D,20,Poland,Arsenal,Premier League,2018-2019
40,41,Matt Macey,£ 0,£ 0,£ 0,K,23,England,Arsenal,Premier League,2018-2019
41,42,David Ospina,£ 0,£ 0,£ 0,K,29,Colombia,Arsenal,Premier League,2018-2019
0,1,Nathaniel Clyne,"£ 75,000","£ 3,900,000","£ 4,037,778",D,27,England,Bournemouth,Premier League,2018-2019
1,2,Asmir Begovic,"£ 70,000","£ 3,640,000","£ 3,768,593",K,31,Bosnia-Herzegovina,Bournemouth,Premier League,2018-2019
2,3,Jermain Defoe,"£ 65,000","£ 3,380,000","£ 3,499,408",F,35,England,Bournemouth,Premier League,2018-2019
3,4,Jefferson Lerma,"£ 55,000","£ 2,860,000","£ 2,961,037",M,23,Colombia,Bournemouth,Premier League,2018-2019
4,5,Joshua King,"£ 45,000","£ 2,340,000","£ 2,422,667",F,26,Norway,Bournemouth,Premier League,2018-2019
5,6,Steve Cook,"£ 45,000","£ 2,340,000","£ 2,422,667",D,27,England,Bournemouth,Premier League,2018-2019
6,7,Nathan Aké,"£ 40,000","£ 2,080,000","£ 2,153,482",D,23,Netherlands,Bournemouth,Premier League,2018-2019
7,8,Callum Wilson,"£ 40,000","£ 2,080,000","£ 2,153,482",F,26,England,Bournemouth,Premier League,2018-2019
8,9,Harry Arter,"£ 40,000","£ 2,080,000","£ 2,153,482",M,28,Ireland,Bournemouth,Premier League,2018-2019
9,10,Artur Boruc,"£ 40,000","£ 2,080,000","£ 2,153,482",K,38,Poland,Bournemouth,Premier League,2018-2019
10,11,Jordon Ibe,"£ 37,500","£ 1,950,000","£ 2,018,889",F,22,England,Bournemouth,Premier League,2018-2019
11,12,Andrew Surman,"£ 35,000","£ 1,820,000","£ 1,884,297",M,31,England,Bournemouth,Premier League,2018-2019
12,13,Adam Smith,"£ 35,000","£ 1,820,000","£ 1,884,297",D,27,England,Bournemouth,Premier League,2018-2019
13,14,Diego Rico,"£ 35,000","£ 1,820,000","£ 1,884,297",D,25,Spain,Bournemouth,Premier League,2018-2019
14,15,Charlie Daniels,"£ 35,000","£ 1,820,000","£ 1,884,297",D,31,England,Bournemouth,Premier League,2018-2019
15,16,Dan Gosling,"£ 35,000","£ 1,820,000","£ 1,884,297",M,28,England,Bournemouth,Premier League,2018-2019
16,17,Marc Pugh,"£ 30,000","£ 1,560,000","£ 1,615,111",F,31,England,Bournemouth,Premier League,2018-2019
17,18,Simon Francis,"£ 30,000","£ 1,560,000","£ 1,615,111",D,33,England,Bournemouth,Premier League,2018-2019
18,19,Lewis Cook,"£ 30,000","£ 1,560,000","£ 1,615,111",M,21,England,Bournemouth,Premier League,2018-2019
19,20,Ryan Fraser,"£ 30,000","£ 1,560,000","£ 1,615,111",F,24,Scotland,Bournemouth,Premier League,2018-2019
20,21,Chris Mepham,"£ 30,000","£ 1,560,000","£ 1,615,111",D,20,Wales,Bournemouth,Premier League,2018-2019
21,22,Tyrone Mings,"£ 25,000","£ 1,300,000","£ 1,345,926",D,25,England,Bournemouth,Premier League,2018-2019
22,23,David Brooks,"£ 25,000","£ 1,300,000","£ 1,345,926",M,20,Wales,Bournemouth,Premier League,2018-2019
23,24,Dominic Solanke,"£ 25,000","£ 1,300,000","£ 1,345,926",F,20,England,Bournemouth,Premier League,2018-2019
24,25,Junior Stanislas,"£ 25,000","£ 1,300,000","£ 1,345,926",F,28,England,Bournemouth,Premier League,2018-2019
25,26,Lys Mousset,"£ 25,000","£ 1,300,000","£ 1,345,926",F,22,France,Bournemouth,Premier League,2018-2019
26,27,Emerson Hyndman,"£ 15,000","£ 780,000","£ 807,556",M,22,United States,Bournemouth,Premier League,2018-2019
27,28,Aaron Ramsdale,"£ 5,000","£ 260,000","£ 269,185",K,20,England,Bournemouth,Premier League,2018-2019
28,29,Mark Travers,"£ 5,000","£ 260,000","£ 269,185",K,19,Ireland,Bournemouth,Premier League,2018-2019
29,30,Jack Simpson,"£ 3,000","£ 156,000","£ 161,511",D,21,England,Bournemouth,Premier League,2018-2019
30,31,Sam Surridge,"£ 1,500","£ 78,000","£ 80,756",F,19,England,Bournemouth,Premier League,2018-2019
31,32,Matt Butcher,£ 596,"£ 31,000","£ 32,095",M,21,England,Bournemouth,Premier League,2018-2019
32,33,Nnamdi Ofoborh,£ 500,"£ 26,000","£ 26,919",M,18,Nigeria,Bournemouth,Premier League,2018-2019
33,34,Kyle Taylor,£ 500,"£ 26,000","£ 26,919",M,18,England,Bournemouth,Premier League,2018-2019
34,35,Brad Smith,£ 0,£ 0,£ 0,D,24,Australia,Bournemouth,Premier League,2018-2019
35,36,Alexandru Dobre,£ 0,£ 0,£ 0,M,19,Romania,Bournemouth,Premier League,2018-2019
36,37,Connor Mahoney,£ 0,£ 0,£ 0,F,21,England,Bournemouth,Premier League,2018-2019
0,1,Martín Montoya,"£ 50,000","£ 2,600,000","£ 2,691,852",D,27,Spain,Brighton,Premier League,2018-2019
1,2,Pascal Groß,"£ 50,000","£ 2,600,000","£ 2,691,852",M,27,Germany,Brighton,Premier League,2018-2019
2,3,Alireza Jahanbakhsh,"£ 50,000","£ 2,600,000","£ 2,691,852",F,24,Iran,Brighton,Premier League,2018-2019
3,4,José Izquierdo,"£ 45,000","£ 2,340,000","£ 2,422,667",F,25,Colombia,Brighton,Premier League,2018-2019
4,5,Davy Pröpper,"£ 45,000","£ 2,340,000","£ 2,422,667",M,26,Netherlands,Brighton,Premier League,2018-2019
5,6,Lewis Dunk,"£ 45,000","£ 2,340,000","£ 2,422,667",D,26,England,Brighton,Premier League,2018-2019
6,7,Jürgen Locadia,"£ 45,000","£ 2,340,000","£ 2,422,667",F,24,Netherlands,Brighton,Premier League,2018-2019
7,8,Shane Duffy,"£ 40,000","£ 2,080,000","£ 2,153,482",D,26,Ireland,Brighton,Premier League,2018-2019
8,9,Florin Andone,"£ 40,000","£ 2,080,000","£ 2,153,482",F,25,Romania,Brighton,Premier League,2018-2019
9,10,Mathew Ryan,"£ 35,000","£ 1,820,000","£ 1,884,297",K,26,Australia,Brighton,Premier League,2018-2019
10,11,Anthony Knockaert,"£ 35,000","£ 1,820,000","£ 1,884,297",F,26,France,Brighton,Premier League,2018-2019
11,12,Ezequiel Schelotto,"£ 32,000","£ 1,664,000","£ 1,722,785",D,29,Italy,Brighton,Premier League,2018-2019
12,13,Solly March,"£ 30,000","£ 1,560,000","£ 1,615,111",M,23,England,Brighton,Premier League,2018-2019
13,14,Bruno,"£ 30,000","£ 1,560,000","£ 1,615,111",D,37,Spain,Brighton,Premier League,2018-2019
14,15,Dale Stephens,"£ 30,000","£ 1,560,000","£ 1,615,111",M,28,England,Brighton,Premier League,2018-2019
15,16,Glenn Murray,"£ 30,000","£ 1,560,000","£ 1,615,111",F,34,England,Brighton,Premier League,2018-2019
16,17,Yves Bissouma,"£ 25,000","£ 1,300,000","£ 1,345,926",M,21,Mali,Brighton,Premier League,2018-2019
17,18,Beram Kayal,"£ 25,000","£ 1,300,000","£ 1,345,926",M,30,Israel,Brighton,Premier League,2018-2019
18,19,Markus Suttner,"£ 25,000","£ 1,300,000","£ 1,345,926",D,31,Austria,Brighton,Premier League,2018-2019
19,20,Bernardo,"£ 25,000","£ 1,300,000","£ 1,345,926",D,23,Brazil,Brighton,Premier League,2018-2019
20,21,Gaëtan Bong,"£ 20,192","£ 1,050,000","£ 1,087,094",D,30,Cameroon,Brighton,Premier League,2018-2019
21,22,Leon Balogun,"£ 18,096","£ 941,000","£ 974,243",D,30,Nigeria,Brighton,Premier League,2018-2019
22,23,David Button,"£ 16,000","£ 832,000","£ 861,393",K,29,England,Brighton,Premier League,2018-2019
23,24,Dan Burn,"£ 15,000","£ 780,000","£ 807,556",D,26,England,Brighton,Premier League,2018-2019
24,25,Jason Steele,"£ 15,000","£ 780,000","£ 807,556",K,27,England,Brighton,Premier League,2018-2019
25,26,Alexis Mac Allister,"£ 10,000","£ 520,000","£ 538,370",M,19,Argentina,Brighton,Premier League,2018-2019
26,27,Ben White,"£ 5,000","£ 260,000","£ 269,185",D,20,England,Brighton,Premier League,2018-2019
27,28,Viktor Gyökeres,"£ 3,000","£ 156,000","£ 161,511",F,20,Sweden,Brighton,Premier League,2018-2019
28,29,Will Collar,"£ 1,000","£ 52,000","£ 53,837",M,21,England,Brighton,Premier League,2018-2019
29,30,Jayson Molumby,£ 692,"£ 36,000","£ 37,272",M,18,Ireland,Brighton,Premier League,2018-2019
30,31,Max Sanders,£ 500,"£ 26,000","£ 26,919",M,19,England,Brighton,Premier League,2018-2019
31,32,Tudor Baluta,£ 0,£ 0,£ 0,M,19,Romania,Brighton,Premier League,2018-2019
32,33,Christian Walton,£ 0,£ 0,£ 0,K,22,England,Brighton,Premier League,2018-2019
33,34,Jan Mlakar,£ 0,£ 0,£ 0,F,19,Slovenia,Brighton,Premier League,2018-2019
34,35,Leo Östigard,£ 0,£ 0,£ 0,D,18,Norway,Brighton,Premier League,2018-2019
35,36,Ben Barclay,£ 0,£ 0,£ 0,D,21,England,Brighton,Premier League,2018-2019
36,37,Percy Tau,£ 0,£ 0,£ 0,F,24,South Africa,Brighton,Premier League,2018-2019
37,38,Richie Towell,£ 0,£ 0,£ 0,M,26,Ireland,Brighton,Premier League,2018-2019
38,39,Robert Sánchez,£ 0,£ 0,£ 0,K,20,Spain,Brighton,Premier League,2018-2019
39,40,Aaron Connolly,£ 0,£ 0,£ 0,F,18,Ireland,Brighton,Premier League,2018-2019
40,41,Tomer Hemed,£ 0,£ 0,£ 0,F,31,Israel,Brighton,Premier League,2018-2019
0,1,Ben Mee,"£ 55,000","£ 2,860,000","£ 2,961,037",D,28,England,Burnley,Premier League,2018-2019
1,2,Chris Wood,"£ 50,000","£ 2,600,000","£ 2,691,852",F,26,New Zealand,Burnley,Premier League,2018-2019
2,3,James Tarkowski,"£ 50,000","£ 2,600,000","£ 2,691,852",D,25,England,Burnley,Premier League,2018-2019
3,4,Steven Defour,"£ 45,000","£ 2,340,000","£ 2,422,667",M,30,Belgium,Burnley,Premier League,2018-2019
4,5,Joe Hart,"£ 45,000","£ 2,340,000","£ 2,422,667",K,31,England,Burnley,Premier League,2018-2019
5,6,Ben Gibson,"£ 40,000","£ 2,080,000","£ 2,153,482",D,25,England,Burnley,Premier League,2018-2019
6,7,Ashley Barnes,"£ 40,000","£ 2,080,000","£ 2,153,482",F,28,England,Burnley,Premier League,2018-2019
7,8,Jack Cork,"£ 38,000","£ 1,976,000","£ 2,045,808",M,29,England,Burnley,Premier League,2018-2019
8,9,Tom Heaton,"£ 35,000","£ 1,820,000","£ 1,884,297",K,32,England,Burnley,Premier League,2018-2019
9,10,Jeff Hendrick,"£ 35,000","£ 1,820,000","£ 1,884,297",M,26,Ireland,Burnley,Premier League,2018-2019
10,11,Matej Vydra,"£ 35,000","£ 1,820,000","£ 1,884,297",F,26,Czech Republic,Burnley,Premier League,2018-2019
11,12,Robbie Brady,"£ 35,000","£ 1,820,000","£ 1,884,297",M,26,Ireland,Burnley,Premier League,2018-2019
12,13,Aaron Lennon,"£ 35,000","£ 1,820,000","£ 1,884,297",F,31,England,Burnley,Premier League,2018-2019
13,14,Ashley Westwood,"£ 31,000","£ 1,612,000","£ 1,668,948",M,28,England,Burnley,Premier League,2018-2019
14,15,Jonathan Walters,"£ 30,000","£ 1,560,000","£ 1,615,111",F,34,Ireland,Burnley,Premier League,2018-2019
15,16,Nick Pope,"£ 30,000","£ 1,560,000","£ 1,615,111",K,26,England,Burnley,Premier League,2018-2019
16,17,Johann Berg Gudmundsson,"£ 30,000","£ 1,560,000","£ 1,615,111",F,27,Iceland,Burnley,Premier League,2018-2019
17,18,Stephen Ward,"£ 28,000","£ 1,456,000","£ 1,507,437",D,32,Ireland,Burnley,Premier League,2018-2019
18,19,Phil Bardsley,"£ 25,000","£ 1,300,000","£ 1,345,926",D,33,Scotland,Burnley,Premier League,2018-2019
19,20,Sam Vokes,"£ 25,000","£ 1,300,000","£ 1,345,926",F,28,Wales,Burnley,Premier League,2018-2019
20,21,Charlie Taylor,"£ 25,000","£ 1,300,000","£ 1,345,926",D,24,England,Burnley,Premier League,2018-2019
21,22,Matthew Lowton,"£ 25,000","£ 1,300,000","£ 1,345,926",D,29,England,Burnley,Premier League,2018-2019
22,23,Kevin Long,"£ 23,000","£ 1,196,000","£ 1,238,252",D,27,Ireland,Burnley,Premier League,2018-2019
23,24,Peter Crouch,"£ 15,712","£ 817,000","£ 845,863",F,37,England,Burnley,Premier League,2018-2019
24,25,Anders Lindegaard,"£ 7,500","£ 390,000","£ 403,778",K,34,Denmark,Burnley,Premier League,2018-2019
25,26,Adam Legzdins,"£ 5,000","£ 260,000","£ 269,185",K,31,England,Burnley,Premier League,2018-2019
26,27,Dwight McNeil,"£ 1,000","£ 52,000","£ 53,837",F,18,England,Burnley,Premier League,2018-2019
27,28,Josh Benson,£ 500,"£ 26,000","£ 26,919",M,18,England,Burnley,Premier League,2018-2019
28,29,Ntumba Massanka,£ 0,£ 0,£ 0,F,21,England,Burnley,Premier League,2018-2019
29,30,Nahki Wells,£ 0,£ 0,£ 0,F,28,Bermuda,Burnley,Premier League,2018-2019
30,31,Aiden O'Neill,£ 0,£ 0,£ 0,M,19,Australia,Burnley,Premier League,2018-2019
31,32,Anthony Driscoll-Glennon,£ 0,£ 0,£ 0,D,18,England,Burnley,Premier League,2018-2019
32,33,Ali Koiki,£ 0,£ 0,£ 0,D,18,England,Burnley,Premier League,2018-2019
0,1,Oumar Niasse,"£ 50,000","£ 2,600,000","£ 2,691,852",F,28,Senegal,Cardiff,Premier League,2018-2019
1,2,Harry Arter,"£ 40,000","£ 2,080,000","£ 2,153,482",M,28,Ireland,Cardiff,Premier League,2018-2019
2,3,Bobby Reid,"£ 30,000","£ 1,560,000","£ 1,615,111",M,25,Jamaica,Cardiff,Premier League,2018-2019
3,4,Alex Smithies,"£ 30,000","£ 1,560,000","£ 1,615,111",K,28,England,Cardiff,Premier League,2018-2019
4,5,Bruno Ecuele Manga,"£ 29,500","£ 1,534,000","£ 1,588,193",D,29,Gabon,Cardiff,Premier League,2018-2019
5,6,Junior Hoilett,"£ 28,000","£ 1,456,000","£ 1,507,437",F,28,Canada,Cardiff,Premier League,2018-2019
6,7,Sean Morrison,"£ 25,000","£ 1,300,000","£ 1,345,926",D,27,England,Cardiff,Premier League,2018-2019
7,8,Josh Murphy,"£ 25,000","£ 1,300,000","£ 1,345,926",F,23,England,Cardiff,Premier League,2018-2019
8,9,Joe Ralls,"£ 24,500","£ 1,274,000","£ 1,319,008",M,24,England,Cardiff,Premier League,2018-2019
9,10,Aron Gunnarsson,"£ 24,000","£ 1,248,000","£ 1,292,089",M,29,Iceland,Cardiff,Premier League,2018-2019
10,11,Lee Tomlin,"£ 22,500","£ 1,170,000","£ 1,211,333",F,29,England,Cardiff,Premier League,2018-2019
11,12,Callum Paterson,"£ 22,500","£ 1,170,000","£ 1,211,333",M,23,Scotland,Cardiff,Premier League,2018-2019
12,13,Leandro Bacuna,"£ 20,019","£ 1,041,000","£ 1,077,776",M,26,Curacao,Cardiff,Premier League,2018-2019
13,14,Danny Ward,"£ 20,000","£ 1,040,000","£ 1,076,741",F,27,England,Cardiff,Premier League,2018-2019
14,15,Joe Bennett,"£ 19,500","£ 1,014,000","£ 1,049,822",D,28,England,Cardiff,Premier League,2018-2019
15,16,Neil Etheridge,"£ 19,500","£ 1,014,000","£ 1,049,822",K,28,Philippines,Cardiff,Premier League,2018-2019
16,17,Greg Cunningham,"£ 19,000","£ 988,000","£ 1,022,904",D,27,Ireland,Cardiff,Premier League,2018-2019
17,18,Matthew Connolly,"£ 19,000","£ 988,000","£ 1,022,904",D,30,England,Cardiff,Premier League,2018-2019
18,19,Lee Peltier,"£ 19,000","£ 988,000","£ 1,022,904",D,31,England,Cardiff,Premier League,2018-2019
19,20,Nathaniel Mendez-Laing,"£ 18,500","£ 962,000","£ 995,985",F,26,England,Cardiff,Premier League,2018-2019
20,21,Gary Madine,"£ 18,000","£ 936,000","£ 969,067",F,27,England,Cardiff,Premier League,2018-2019
21,22,Kenneth Zohore,"£ 16,500","£ 858,000","£ 888,311",F,24,Denmark,Cardiff,Premier League,2018-2019
22,23,Víctor Camarasa,"£ 16,115","£ 838,000","£ 867,605",M,24,Spain,Cardiff,Premier League,2018-2019
23,24,Stuart O'Keefe,"£ 15,000","£ 780,000","£ 807,556",M,27,England,Cardiff,Premier League,2018-2019
24,25,Sol Bamba,"£ 14,000","£ 728,000","£ 753,719",D,33,Cote d'Ivoire,Cardiff,Premier League,2018-2019
25,26,Jazz Richards,"£ 13,000","£ 676,000","£ 699,882",D,27,Wales,Cardiff,Premier League,2018-2019
26,27,Kadeem Harris,"£ 12,000","£ 624,000","£ 646,045",M,25,England,Cardiff,Premier League,2018-2019
27,28,Brian Murphy,"£ 10,500","£ 546,000","£ 565,289",K,35,Ireland,Cardiff,Premier League,2018-2019
28,29,Loïc Damour,"£ 9,500","£ 494,000","£ 511,452",M,27,France,Cardiff,Premier League,2018-2019
29,30,Rhys Healey,"£ 3,000","£ 156,000","£ 161,511",F,23,England,Cardiff,Premier League,2018-2019
30,31,Cameron Coxe,£ 692,"£ 36,000","£ 37,272",D,19,Wales,Cardiff,Premier League,2018-2019
31,32,Lloyd Humphries,£ 596,"£ 31,000","£ 32,095",M,20,Wales,Cardiff,Premier League,2018-2019
32,33,Ciaron Brown,£ 0,£ 0,£ 0,D,20,England,Cardiff,Premier League,2018-2019
33,34,Jack McKay,£ 0,£ 0,£ 0,F,21,Scotland,Cardiff,Premier League,2018-2019
34,35,Omar Bogle,£ 0,£ 0,£ 0,F,25,England,Cardiff,Premier League,2018-2019
0,1,Gonzalo Higuaín,"£ 303,404","£ 15,777,000","£ 16,334,366",F,30,Argentina,Chelsea,Premier League,2018-2019
1,2,N'Golo Kanté,"£ 290,000","£ 15,080,000","£ 15,612,743",M,27,France,Chelsea,Premier League,2018-2019
2,3,Eden Hazard,"£ 224,423","£ 11,670,000","£ 12,082,275",F,27,Belgium,Chelsea,Premier League,2018-2019
3,4,Cesc Fàbregas,"£ 207,096","£ 10,769,000","£ 11,149,445",M,31,Spain,Chelsea,Premier League,2018-2019
4,5,Álvaro Morata,"£ 170,000","£ 8,840,000","£ 9,152,297",F,25,Spain,Chelsea,Premier League,2018-2019
5,6,Kepa,"£ 152,615","£ 7,936,000","£ 8,216,361",K,23,Spain,Chelsea,Premier League,2018-2019
6,7,César Azpilicueta,"£ 150,000","£ 7,800,000","£ 8,075,557",D,28,Spain,Chelsea,Premier League,2018-2019
7,8,Christian Pulisic,"£ 150,000","£ 7,800,000","£ 8,075,557",F,19,United States,Chelsea,Premier League,2018-2019
8,9,David Luiz,"£ 125,673","£ 6,535,000","£ 6,765,867",D,31,Brazil,Chelsea,Premier League,2018-2019
9,10,Willian,"£ 120,000","£ 6,240,000","£ 6,460,445",F,29,Brazil,Chelsea,Premier League,2018-2019
10,11,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,922,075",F,31,France,Chelsea,Premier League,2018-2019
11,12,Jorginho,"£ 110,000","£ 5,720,000","£ 5,922,075",M,26,Italy,Chelsea,Premier League,2018-2019
12,13,Ross Barkley,"£ 100,000","£ 5,200,000","£ 5,383,704",M,24,England,Chelsea,Premier League,2018-2019
13,14,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,383,704",D,25,Germany,Chelsea,Premier League,2018-2019
14,15,Marcos Alonso,"£ 100,000","£ 5,200,000","£ 5,383,704",D,27,Spain,Chelsea,Premier League,2018-2019
15,16,Danny Drinkwater,"£ 100,000","£ 5,200,000","£ 5,383,704",M,28,England,Chelsea,Premier League,2018-2019
16,17,Mateo Kovacic,"£ 100,000","£ 5,200,000","£ 5,383,704",M,24,Croatia,Chelsea,Premier League,2018-2019
17,18,Pedro,"£ 99,788","£ 5,189,000","£ 5,372,316",F,30,Spain,Chelsea,Premier League,2018-2019
18,19,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,306,964",D,22,Denmark,Chelsea,Premier League,2018-2019
19,20,Gary Cahill,"£ 80,000","£ 4,160,000","£ 4,306,964",D,32,England,Chelsea,Premier League,2018-2019
20,21,Victor Moses,"£ 75,000","£ 3,900,000","£ 4,037,778",F,27,Nigeria,Chelsea,Premier League,2018-2019
21,22,Davide Zappacosta,"£ 70,000","£ 3,640,000","£ 3,768,593",D,26,Italy,Chelsea,Premier League,2018-2019
22,23,Kurt Zouma,"£ 46,000","£ 2,392,000","£ 2,476,504",D,23,France,Chelsea,Premier League,2018-2019
23,24,Emerson,"£ 42,000","£ 2,184,000","£ 2,261,156",D,23,Italy,Chelsea,Premier League,2018-2019
24,25,Michy Batshuayi,"£ 35,000","£ 1,820,000","£ 1,884,297",F,24,Belgium,Chelsea,Premier League,2018-2019
25,26,Ruben Loftus-Cheek,"£ 35,000","£ 1,820,000","£ 1,884,297",M,22,England,Chelsea,Premier League,2018-2019
26,27,Willy Caballero,"£ 30,000","£ 1,560,000","£ 1,615,111",K,36,Argentina,Chelsea,Premier League,2018-2019
27,28,Marco van Ginkel,"£ 28,000","£ 1,456,000","£ 1,507,437",M,25,Netherlands,Chelsea,Premier League,2018-2019
28,29,Kenedy,"£ 25,000","£ 1,300,000","£ 1,345,926",M,22,Brazil,Chelsea,Premier League,2018-2019
29,30,Lucas Piazón,"£ 20,000","£ 1,040,000","£ 1,076,741",F,24,Brazil,Chelsea,Premier League,2018-2019
30,31,Jamal Blackman,"£ 12,000","£ 624,000","£ 646,045",K,24,England,Chelsea,Premier League,2018-2019
31,32,Ethan Ampadu,"£ 7,500","£ 390,000","£ 403,778",D,17,Wales,Chelsea,Premier League,2018-2019
32,33,Marc Guehi,"£ 2,500","£ 130,000","£ 134,593",D,17,England,Chelsea,Premier League,2018-2019
33,34,George McEachran,"£ 2,500","£ 130,000","£ 134,593",M,17,England,Chelsea,Premier League,2018-2019
34,35,Callum Hudson-Odoi,"£ 2,500","£ 130,000","£ 134,593",F,17,England,Chelsea,Premier League,2018-2019
35,36,Marcin Bulka,"£ 2,500","£ 130,000","£ 134,593",K,18,Poland,Chelsea,Premier League,2018-2019
36,37,Jamie Cumming,"£ 2,000","£ 104,000","£ 107,674",K,18,England,Chelsea,Premier League,2018-2019
37,38,Conor Gallagher,"£ 1,808","£ 94,000","£ 97,321",M,18,England,Chelsea,Premier League,2018-2019
38,39,Danilo Pantic,£ 0,£ 0,£ 0,M,21,Serbia,Chelsea,Premier League,2018-2019
